048,200,202603,202602,1FHICTFB,00,NSNI,D,000000000039,"000000000043,1","0,00671","0000000000000,29","0000000000000,01","0000000000000,00","0000000000000,30",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,262
048,200,202603,202602,1FHICTFB,00,NSNI,D,000000000417,"000000005049,5","0,00671","0000000000033,88","0000000000001,28","0000000000000,00","0000000000035,16",,"0000000000000,30","0000000000000,00","0000000000000,00",000000000000003,674
048,200,202603,202602,1FHICTFB,00,NSNI,D,000000000010,"000000000029,5","0,00671","0000000000000,20","0000000000000,01","0000000000000,00","0000000000000,21",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,960
048,200,202603,202602,1FHICTFB,00,NSNI,D,000000000001,"000000000001,8","0,00752","0000000000000,01","0000000000000,00","0000000000000,00","0000000000000,01",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,062
048,200,202603,202602,1FHICTFB,00,NSNI,D,000000000117,"000000000181,4","0,00752","0000000000001,36","0000000000000,05","0000000000000,00","0000000000001,41",,"0000000000000,01","0000000000000,00","0000000000000,00",000000000000000,262
048,200,202603,202602,1FHICTFB,00,NSNI,D,000000002241,"000000017042,5","0,00752","0000000000128,16","0000000000004,86","0000000000000,00","0000000000133,02",,"0000000000001,15","0000000000000,00","0000000000000,00",000000000000013,674
048,200,202603,202602,1FHICTFB,00,NSNI,D,000000000026,"000000000085,8","0,00752","0000000000000,65","0000000000000,02","0000000000000,00","0000000000000,67",,"0000000000000,01","0000000000000,00","0000000000000,00",000000000000000,960
048,200,202603,202602,1FHICTFB,00,NSNI,N,000000000009,"000000000007,4","0,00671","0000000000000,05","0000000000000,00","0000000000000,00","0000000000000,05",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,262
048,200,202603,202602,1FHICTFB,00,NSNI,N,000000000157,"000000000875,9","0,00671","0000000000005,88","0000000000000,22","0000000000000,00","0000000000006,10",,"0000000000000,05","0000000000000,00","0000000000000,00",000000000000001,674
048,200,202603,202602,1FHICTFB,00,NSNI,N,000000000003,"000000000010,9","0,00671","0000000000000,07","0000000000000,00","0000000000000,00","0000000000000,07",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,960
048,200,202603,202602,1FHICTFB,00,NSNI,N,000000000051,"000000000050,4","0,00752","0000000000000,38","0000000000000,01","0000000000000,00","0000000000000,39",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,262
048,200,202603,202602,1FHICTFB,00,NSNI,N,000000000746,"000000003367,0","0,00752","0000000000025,32","0000000000000,96","0000000000000,00","0000000000026,28",,"0000000000000,23","0000000000000,00","0000000000000,00",000000000000003,674
048,200,202603,202602,1FHICTFB,00,NSNI,N,000000000010,"000000000025,6","0,00752","0000000000000,19","0000000000000,01","0000000000000,00","0000000000000,20",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,960
048,200,202603,202602,1FHICTFB,00,NSNI,R,000000000005,"000000000028,5","0,00671","0000000000000,19","0000000000000,01","0000000000000,00","0000000000000,20",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,674
048,200,202603,202602,1FHICTFB,00,NSNI,R,000000000004,"000000000002,5","0,00752","0000000000000,02","0000000000000,00","0000000000000,00","0000000000000,02",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,262
048,200,202603,202602,1FHICTFB,00,NSNI,R,000000000067,"000000000177,2","0,00752","0000000000001,33","0000000000000,05","0000000000000,00","0000000000001,38",,"0000000000000,01","0000000000000,00","0000000000000,00",000000000000000,674
048,200,202603,202602,1FHICTFB,00,NSNI,S,000000000005,"000000000003,5","0,00671","0000000000000,02","0000000000000,00","0000000000000,00","0000000000000,02",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,674
048,200,202603,202602,1FHICTFB,00,NSNI,S,000000000003,"000000000005,5","0,00752","0000000000000,04","0000000000000,00","0000000000000,00","0000000000000,04",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,674
143,200,202603,202602,3FJICTEB,00,NSNL,N,000000000038,"000000000024,4","0,00604","0000000000000,15","0000000000000,01","0000000000000,00","0000000000000,16",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
143,200,202603,202602,3FJICTEB,00,NSNL,R,000000000002,"000000000001,0","0,00422","0000000000000,00","0000000000000,00","0000000000000,00","0000000000000,00",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
143,200,202603,202602,3FJICTFB,00,NSNL,N,000000000037,"000000000023,1","0,00604","0000000000000,14","0000000000000,01","0000000000000,00","0000000000000,15",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
143,200,202603,202602,3FJICTFB,00,NSNL,R,000000000002,"000000000001,0","0,00422","0000000000000,00","0000000000000,00","0000000000000,00","0000000000000,00",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
143,200,202603,202602,4FVICTGB,00,NSNL,N,000000000023,"000000000012,9","0,00604","0000000000000,08","0000000000000,00","0000000000000,00","0000000000000,08",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
143,200,202603,202602,4FVICTGB,00,NSNL,R,000000000002,"000000000001,0","0,00422","0000000000000,00","0000000000000,00","0000000000000,00","0000000000000,00",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
025,200,202603,202603,6XBCTC6B,00,NSNI,D,000000000929,"000000002776,2","0,00671","0000000000018,63","0000000000000,71","0000000000000,00","0000000000019,34",,"0000000000000,17","0000000000000,00","0000000000000,00",000000000000002,025
025,200,202603,202603,6XBCTC6B,00,NSNI,D,000000002185,"000000008586,6","0,00671","0000000000057,62","0000000000002,18","0000000000000,00","0000000000059,80",,"0000000000000,52","0000000000000,00","0000000000000,00",000000000000006,143
025,200,202603,202603,6XBCTC6B,00,NSNI,N,000000000426,"000000001496,1","0,00671","0000000000010,04","0000000000000,38","0000000000000,00","0000000000010,42",,"0000000000000,09","0000000000000,00","0000000000000,00",000000000000001,025
025,200,202603,202603,6XBCTC6B,00,NSNI,N,000000000751,"000000002498,3","0,00671","0000000000016,76","0000000000000,64","0000000000000,00","0000000000017,40",,"0000000000000,15","0000000000000,00","0000000000000,00",000000000000002,143
025,200,202603,202603,6XBCTC6B,00,NSNI,R,000000000105,"000000000752,6","0,00671","0000000000005,05","0000000000000,19","0000000000000,00","0000000000005,24",,"0000000000000,05","0000000000000,00","0000000000000,00",000000000000001,025
025,200,202603,202603,6XBCTC6B,00,NSNI,R,000000000046,"000000000069,4","0,00671","0000000000000,47","0000000000000,02","0000000000000,00","0000000000000,49",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
025,200,202603,202603,6XBCTC6B,00,NSNI,S,000000000004,"000000000049,9","0,00671","0000000000000,33","0000000000000,01","0000000000000,00","0000000000000,34",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,025
025,200,202603,202603,6XBCTC6B,00,NSNI,S,000000000003,"000000000002,2","0,00671","0000000000000,01","0000000000000,00","0000000000000,00","0000000000000,01",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,143
025,200,202603,202603,6XBCTC6B,00,NSNL,N,000000001348,"000000004390,5","0,00631","0000000000027,70","0000000000001,05","0000000000000,00","0000000000028,75",,"0000000000000,25","0000000000000,00","0000000000000,00",000000000000003,025
025,200,202603,202603,6XBCTC6B,00,NSNL,R,000000000095,"000000000684,3","0,00441","0000000000003,02","0000000000000,11","0000000000000,00","0000000000003,13",,"0000000000000,03","0000000000000,00","0000000000000,00",000000000000000,025
025,200,202603,202603,E0403385,00,NSNL,N,000000000003,"000000000010,7","0,00631","0000000000000,07","0000000000000,00","0000000000000,00","0000000000000,07",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,025
025,200,202603,202603,Q020487,00,NSNL,N,000000000001,"000000000000,5","0,00631","0000000000000,00","0000000000000,00","0000000000000,00","0000000000000,00",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,025
025,200,202603,202603,Q0703337,00,NSNL,N,000000020793,"000000103835,5","0,00631","0000000000655,20","0000000000024,82","0000000000000,00","0000000000680,02",,"0000000000005,90","0000000000000,00","0000000000000,00",000000000000066,025
025,200,202603,202603,Q0703337,00,NSNL,R,000000000531,"000000002770,5","0,00441","0000000000012,22","0000000000000,46","0000000000000,00","0000000000012,68",,"0000000000000,11","0000000000000,00","0000000000000,00",000000000000001,025
025,200,202603,202603,Q0703364,00,NSNL,N,000000004086,"000000012686,8","0,00631","0000000000080,05","0000000000003,03","0000000000000,00","0000000000083,08",,"0000000000000,72","0000000000000,00","0000000000000,00",000000000000008,025
025,200,202603,202603,Q0703364,00,NSNL,R,000000000230,"000000002482,8","0,00441","0000000000010,95","0000000000000,41","0000000000000,00","0000000000011,36",,"0000000000000,10","0000000000000,00","0000000000000,00",000000000000001,025
025,200,202603,202603,Q0703411,00,NSNL,N,000000002526,"000000006843,0","0,00631","0000000000043,18","0000000000001,64","0000000000000,00","0000000000044,82",,"0000000000000,39","0000000000000,00","0000000000000,00",000000000000004,025
025,200,202603,202603,Q0703411,00,NSNL,R,000000000189,"000000001138,2","0,00441","0000000000005,02","0000000000000,19","0000000000000,00","0000000000005,21",,"0000000000000,05","0000000000000,00","0000000000000,00",000000000000001,025
025,200,202603,202603,Q0703496,00,NSNL,N,000000000014,"000000000029,8","0,00631","0000000000000,19","0000000000000,01","0000000000000,00","0000000000000,20",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,025
025,200,202603,202603,Q0703498,00,NSNL,N,000000000024,"000000000041,8","0,00631","0000000000000,26","0000000000000,01","0000000000000,00","0000000000000,27",,"0000000000000,00","0000000000000,00","0000000000000,00",000000000000000,025
