006;003;202607;202607;SMS     ;00; SENS;F;107;0,00;0,050000;5,35;0,20;0,00;5,55;;
;;;;;01;;;107;0,00;;5,35;0,20;0,00;5,55;;
006;004;202607;202607;SMS     ;00; SENS;F;340;0,00;0,050000;17,00;0,64;0,00;17,64;;
;;;;;01;;;340;0,00;;17,00;0,64;0,00;17,64;;
006;010;202607;202607;SMS     ;00; SENS;F;10985;0,00;0,050000;549,25;20,81;0,00;570,06;;
;;;;;01;;;10985;0,00;;549,25;20,81;0,00;570,06;;
006;020;202607;202607;SMS     ;00; SENS;F;2501;0,00;0,050000;125,05;4,74;0,00;129,79;;
;;;;;01;;;2501;0,00;;125,05;4,74;0,00;129,79;;
006;026;202607;202607;SMS     ;00; SENS;F;1055;0,00;0,050000;52,75;2,00;0,00;54,75;;
;;;;;01;;;1055;0,00;;52,75;2,00;0,00;54,75;;
006;030;202607;202607;SMS     ;00; SENS;F;4092;0,00;0,050000;204,60;7,75;0,00;212,35;;
;;;;;01;;;4092;0,00;;204,60;7,75;0,00;212,35;;
006;033;202607;202607;SMS     ;00; SENS;F;2112;0,00;0,050000;105,60;4,00;0,00;109,60;;
;;;;;01;;;2112;0,00;;105,60;4,00;0,00;109,60;;
006;036;202607;202607;SMS     ;00; SENS;F;911;0,00;0,050000;45,55;1,73;0,00;47,28;;
;;;;;01;;;911;0,00;;45,55;1,73;0,00;47,28;;
006;037;202607;202607;SMS     ;00; SENS;F;2937;0,00;0,050000;146,85;5,56;0,00;152,41;;
;;;;;01;;;2937;0,00;;146,85;5,56;0,00;152,41;;
006;038;202607;202607;SMS     ;00; SENS;F;493;0,00;0,050000;24,65;0,93;0,00;25,58;;
;;;;;01;;;493;0,00;;24,65;0,93;0,00;25,58;;
006;039;202607;202607;SMS     ;00; SENS;F;1041;0,00;0,050000;52,05;1,97;0,00;54,02;;
;;;;;01;;;1041;0,00;;52,05;1,97;0,00;54,02;;
006;044;202607;202607;SMS     ;00; SENS;F;2795;0,00;0,050000;139,75;5,29;0,00;145,04;;
;;;;;01;;;2795;0,00;;139,75;5,29;0,00;145,04;;
006;045;202607;202607;SMS     ;00; SENS;F;7624;0,00;0,050000;381,20;14,44;0,00;395,64;;
;;;;;01;;;7624;0,00;;381,20;14,44;0,00;395,64;;
006;050;202607;202607;SMS     ;00; SENS;F;343586;0,00;0,050000;17179,30;650,80;0,00;17830,10;;
;;;;;01;;;343586;0,00;;17179,30;650,80;0,00;17830,10;;
006;056;202607;202607;SMS     ;00; SENS;F;75;0,00;0,050000;3,75;0,14;0,00;3,89;;
;;;;;01;;;75;0,00;;3,75;0,14;0,00;3,89;;
006;060;202607;202607;SMS     ;00; SENS;F;686;0,00;0,050000;34,30;1,30;0,00;35,60;;
;;;;;01;;;686;0,00;;34,30;1,30;0,00;35,60;;
006;064;202607;202607;SMS     ;00; SENS;F;1044;0,00;0,050000;52,20;1,98;0,00;54,18;;
;;;;;01;;;1044;0,00;;52,20;1,98;0,00;54,18;;
006;066;202607;202607;SMS     ;00; SENS;F;686;0,00;0,050000;34,30;1,30;0,00;35,60;;
;;;;;01;;;686;0,00;;34,30;1,30;0,00;35,60;;
006;068;202607;202607;SMS     ;00; SENS;F;476;0,00;0,050000;23,80;0,90;0,00;24,70;;
;;;;;01;;;476;0,00;;23,80;0,90;0,00;24,70;;
006;070;202607;202607;SMS     ;00; SENS;F;1262;0,00;0,050000;63,10;2,39;0,00;65,49;;
;;;;;01;;;1262;0,00;;63,10;2,39;0,00;65,49;;
006;078;202607;202607;SMS     ;00; SENS;F;564;0,00;0,050000;28,20;1,07;0,00;29,27;;
;;;;;01;;;564;0,00;;28,20;1,07;0,00;29,27;;
006;452;202607;202607;SMS     ;00; SENS;F;333;0,00;0,050000;16,65;0,63;0,00;17,28;;
;;;;;01;;;333;0,00;;16,65;0,63;0,00;17,28;;
006;453;202607;202607;SMS     ;00; SENS;F;484;0,00;0,050000;24,20;0,92;0,00;25,12;;
;;;;;01;;;484;0,00;;24,20;0,92;0,00;25,12;;
006;454;202607;202607;SMS     ;00; SENS;F;702;0,00;0,050000;35,10;1,33;0,00;36,43;;
;;;;;01;;;702;0,00;;35,10;1,33;0,00;36,43;;
006;455;202607;202607;SMS     ;00; SENS;F;979;0,00;0,050000;48,95;1,85;0,00;50,80;;
;;;;;01;;;979;0,00;;48,95;1,85;0,00;50,80;;
006;456;202607;202607;SMS     ;00; SENS;F;227;0,00;0,050000;11,35;0,43;0,00;11,78;;
;;;;;01;;;227;0,00;;11,35;0,43;0,00;11,78;;
006;457;202607;202607;SMS     ;00; SENS;F;946;0,00;0,050000;47,30;1,79;0,00;49,09;;
;;;;;01;;;946;0,00;;47,30;1,79;0,00;49,09;;
014;003;202607;202607;SMS     ;00; SENS;F;246;0,00;0,050000;12,30;0,47;0,00;12,77;;
;;;;;01;;;246;0,00;;12,30;0,47;0,00;12,77;;
014;004;202607;202607;SMS     ;00; SENS;F;157;0,00;0,050000;7,85;0,30;0,00;8,15;;
;;;;;01;;;157;0,00;;7,85;0,30;0,00;8,15;;
